TransactionID,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,PurchaseQuantity,PurchasePrice,PurchaseDate,Country
304,821,Jacob Marshall,250,Laptop,Electronics,4,46.61,2024-02-27,Uzbekistan
305,226,Dana Burns,257,Smartphone,Electronics,2,886.93,2023-09-02,Trinidad and Tobago
306,585,Hannah Martin,233,Washing Machine,Home Appliances,5,404.24,2024-04-11,Switzerland
307,805,Alexander Williams,273,Washing Machine,Home Appliances,1,755.76,2024-04-23,Croatia
308,977,Danny Clark,283,Smartwatch,Electronics,3,863.52,2023-12-02,Malawi
309,120,Tracy Fleming,260,Camera,Electronics,3,133.23,2024-06-13,Bulgaria
310,762,Robert Walker,277,Coffee Maker,Home Appliances,4,745.87,2024-05-03,Western Sahara
311,412,Michelle Hill,248,Toaster,Home Appliances,2,501.24,2024-05-21,Guernsey
312,570,John Byrd,279,Toaster,Home Appliances,5,274.05,2023-11-27,Mozambique
313,204,Zachary Levy,247,Printer,Electronics,1,436.3,2024-01-30,Oman
314,708,Elizabeth Rodriguez,208,Router,Electronics,3,328.0,2023-11-03,Falkland Islands (Malvinas)
315,755,Donald Douglas,283,Camera,Electronics,3,313.43,2023-10-20,Comoros
316,253,Cynthia Brown,276,Microwave,Home Appliances,4,358.03,2023-11-29,Panama
317,427,Mikayla Rios,237,Camera,Electronics,5,998.17,2023-10-04,United States of America
318,528,Norman Aguilar,273,Blender,Home Appliances,1,674.47,2024-05-07,Comoros
319,451,Courtney Nichols,260,Toaster,Home Appliances,5,803.09,2024-06-12,Wallis and Futuna
320,787,Eric Jackson,284,Smartphone,Electronics,2,850.18,2024-05-31,Micronesia
321,285,John Figueroa,292,Blender,Home Appliances,2,76.56,2024-05-04,Moldova
322,881,Theresa Lam,283,Toaster,Home Appliances,4,949.97,2023-07-30,Cyprus
323,463,Seth Fisher,242,Smart Bulb,Electronics,2,682.27,2023-11-17,Eritrea
324,699,Samuel Ruiz,281,Toaster,Home Appliances,4,765.45,2024-02-07,Morocco
325,735,Steve Mason,287,Router,Electronics,3,404.05,2023-11-21,Malta
326,405,Seth Hernandez,225,Vacuum Cleaner,Home Appliances,1,35.65,2023-11-06,Ireland
327,683,Victoria Thomas,291,Tablet,Electronics,5,393.12,2023-09-04,Slovakia (Slovak Republic)
328,182,Mr. Christopher Walters,200,Smartwatch,Electronics,3,707.0,2023-12-18,Falkland Islands (Malvinas)
329,314,Caroline Duran,262,Smart Bulb,Electronics,3,697.04,2024-04-25,Serbia
330,898,Lucas Schultz,251,Vacuum Cleaner,Home Appliances,1,144.37,2023-12-09,Lesotho
331,492,Joseph Cross,201,Tablet,Electronics,2,899.69,2024-06-06,Gibraltar
332,875,Cheryl Rhodes,280,Refrigerator,Home Appliances,3,671.16,2024-04-05,Egypt
333,331,Haley Anderson,249,Router,Electronics,5,297.46,2024-01-07,Myanmar
334,413,Rodney Evans,237,Microwave,Home Appliances,2,795.76,2023-12-20,Saint Lucia
335,632,Gail Barron,217,Laptop,Electronics,2,794.15,2023-11-06,United Arab Emirates
336,601,Colin Vaughan,251,Tablet,Electronics,1,367.29,2023-07-03,Denmark
337,329,Bonnie Gross,275,Air Conditioner,Home Appliances,5,138.47,2024-01-07,Chile
338,226,Matthew Johnson,281,Laptop,Electronics,3,404.18,2023-10-03,Sierra Leone
339,647,Linda Williams,213,Heater,Home Appliances,4,771.47,2024-03-05,Taiwan
340,120,Brian Wallace,215,Headphones,Electronics,3,645.92,2024-01-24,El Salvador
341,585,Christine Jennings,201,Air Conditioner,Home Appliances,5,351.07,2023-10-20,Italy
342,777,Joseph Dean,289,Headphones,Electronics,4,507.84,2023-08-18,Italy
343,950,Kayla Williamson,236,Laptop,Electronics,5,161.49,2023-08-09,Slovenia
344,208,Mr. Richard Decker DVM,245,Headphones,Electronics,3,935.39,2024-03-25,Ireland
345,402,Joshua Lozano,288,Camera,Electronics,5,895.98,2024-06-22,Liberia
346,438,Adam Davis,214,Smartwatch,Electronics,2,638.71,2024-05-15,Montenegro
347,785,Travis Chan Jr.,292,Microwave,Home Appliances,3,618.28,2023-08-04,United Kingdom
348,362,Joyce Madden,233,Router,Electronics,2,595.89,2023-12-23,Australia
349,202,Shelly Phelps,246,Headphones,Electronics,5,723.43,2024-05-02,Philippines
350,420,Brian York,205,Electric Kettle,Home Appliances,1,826.98,2023-06-29,Timor-Leste
351,241,Carolyn Howard,256,Laptop,Electronics,1,949.06,2024-02-22,Ethiopia
352,999,Jacqueline Cooper,214,Vacuum Cleaner,Home Appliances,5,422.42,2023-11-28,Iran
353,567,James Jefferson,253,Tablet,Electronics,5,296.77,2024-03-03,Turks and Caicos Islands
354,916,Casey Barber,220,Air Conditioner,Home Appliances,2,806.64,2023-08-05,Israel
355,704,Mr. Jeffrey Carr,299,Washing Machine,Home Appliances,4,82.24,2023-11-12,New Caledonia
356,129,Sheryl Acosta,216,Headphones,Electronics,4,421.47,2023-12-30,Uruguay
357,599,Jason Williams,233,Vacuum Cleaner,Home Appliances,3,610.59,2024-03-06,Germany
358,112,Megan Saunders,273,Toaster,Home Appliances,3,975.62,2024-04-02,Monaco
359,329,Mckenzie Morgan,266,Camera,Electronics,5,566.03,2024-03-19,Reunion
360,733,Matthew Wright,244,Vacuum Cleaner,Home Appliances,4,131.3,2024-03-09,Philippines
361,756,Ryan Grant,278,Vacuum Cleaner,Home Appliances,2,105.84,2023-07-17,Algeria
362,758,Kathy Harrison,263,Coffee Maker,Home Appliances,5,423.95,2024-05-28,Chad
363,176,Erica Rivera,235,Camera,Electronics,5,723.92,2023-07-15,Macedonia
364,328,Jamie Montoya,210,Headphones,Electronics,4,996.01,2023-12-21,Kenya
365,920,Anita Jimenez,240,Air Conditioner,Home Appliances,3,502.4,2023-08-11,Luxembourg
366,863,Ashley Gutierrez,271,Printer,Electronics,5,462.66,2024-01-25,Afghanistan
367,945,Larry Montgomery,238,Television,Electronics,5,359.37,2024-06-05,Madagascar
368,675,Michael Clements,246,Smartwatch,Electronics,4,601.54,2024-05-11,Austria
369,936,Jesse Castro,279,Washing Machine,Home Appliances,5,18.1,2024-02-13,Lebanon
370,833,Michelle Wilson,297,Printer,Electronics,2,883.63,2024-03-07,Cyprus
371,102,Ronald Brandt,237,Coffee Maker,Home Appliances,3,54.79,2024-01-24,Maldives
372,482,Amber Martin,217,Smart Bulb,Electronics,5,202.71,2024-05-10,Saint Barthelemy
373,860,Ashley Carr,224,Refrigerator,Home Appliances,4,509.21,2023-08-11,Venezuela
374,972,Jim Harrington,291,Electric Kettle,Home Appliances,5,127.62,2023-11-04,Botswana
375,875,Timothy Monroe,275,Printer,Electronics,3,796.95,2023-08-12,Sierra Leone
376,561,Kevin Gordon,263,Heater,Home Appliances,3,757.42,2023-06-27,Malta
377,853,Timothy Roberson,261,Smart Bulb,Electronics,5,407.37,2024-06-18,Madagascar
378,899,Cassandra Lane,293,Smartphone,Electronics,1,145.67,2024-05-07,Brunei Darussalam
379,206,Kyle Andrade,264,Air Conditioner,Home Appliances,5,462.42,2024-06-02,Hungary
380,528,Sydney Farmer,235,Camera,Electronics,5,325.34,2023-11-27,Guam
381,401,Casey Gutierrez,289,Electric Kettle,Home Appliances,3,597.79,2024-06-04,San Marino
382,624,Michael Valencia,291,Electric Kettle,Home Appliances,3,480.14,2024-04-07,Vietnam
383,666,Christina Weber,237,Camera,Electronics,3,677.07,2024-03-18,Guatemala
384,788,Michael Hester,222,Electric Kettle,Home Appliances,3,798.79,2024-01-07,Mauritania
385,810,Michelle Hodges,271,Smart Bulb,Electronics,4,272.88,2023-12-29,Mozambique
386,684,Michelle Craig,268,Smartphone,Electronics,5,485.64,2023-10-15,Turkey
387,967,Adam Rodriguez,248,Microwave,Home Appliances,2,41.25,2023-08-21,Austria
388,786,Derek Floyd,236,Television,Electronics,1,446.63,2024-03-17,El Salvador
389,249,Melissa Phillips,296,Microwave,Home Appliances,4,693.6,2024-01-22,Antigua and Barbuda
390,467,Ashley Parrish,294,Heater,Home Appliances,5,921.32,2024-01-30,Tonga
391,329,Kristina Young,289,Headphones,Electronics,5,215.27,2023-10-15,Puerto Rico
392,780,James Butler,287,Air Conditioner,Home Appliances,5,383.06,2023-10-25,Mexico
393,155,David Oliver,299,Tablet,Electronics,5,348.9,2024-05-25,Trinidad and Tobago
394,553,Susan Bush,282,Washing Machine,Home Appliances,5,489.34,2023-11-15,Saudi Arabia
395,702,Lindsey Parsons,224,Smartwatch,Electronics,5,305.51,2023-10-18,Kiribati
396,281,Mrs. Tonya Moss,215,Washing Machine,Home Appliances,2,693.34,2023-11-19,Armenia
397,538,Dennis Martin,232,Toaster,Home Appliances,4,355.32,2023-06-28,Greenland
398,577,Brittney Hernandez,241,Washing Machine,Home Appliances,1,577.74,2024-02-12,Austria
399,892,Lisa Stanley,262,Coffee Maker,Home Appliances,3,955.06,2024-04-27,Montenegro
400,663,Richard Stewart,228,Smartwatch,Electronics,1,294.75,2023-09-05,Maldives
401,169,Caitlin Daniels,251,Camera,Electronics,4,659.41,2023-07-31,Guernsey
402,326,Mary Rivera,237,Vacuum Cleaner,Home Appliances,2,829.67,2023-09-18,Zambia
403,870,Karen Hoffman,296,Heater,Home Appliances,3,145.9,2024-03-04,Algeria
404,217,Jill Conway,278,Television,Electronics,1,673.14,2024-06-16,Niger
405,349,Melanie Flores,214,Television,Electronics,1,109.2,2023-11-22,Equatorial Guinea
406,653,Allison Black,298,Air Conditioner,Home Appliances,1,684.38,2023-11-18,Malawi
407,922,Katelyn Phillips,283,Smartphone,Electronics,5,978.13,2023-09-08,Gibraltar
408,626,Brendan Bonilla,298,Printer,Electronics,4,482.67,2024-01-20,Marshall Islands
409,107,Christine Soto,227,Smartwatch,Electronics,3,292.56,2024-05-26,Poland
410,534,Christine Poole,294,Laptop,Electronics,5,239.9,2024-04-22,Jordan
411,762,Andrea Parks,203,Headphones,Electronics,4,883.42,2023-12-21,Saint Barthelemy
412,439,Benjamin Thompson,232,Smartphone,Electronics,4,790.08,2024-01-28,Barbados
413,688,Susan Russell,257,Smartwatch,Electronics,1,19.17,2024-02-25,Iraq
414,543,James Wilson,200,Camera,Electronics,3,459.81,2024-03-01,Saint Helena
415,733,Patrick Williams,209,Microwave,Home Appliances,5,473.34,2023-11-11,Vanuatu
416,614,Richard Turner,211,Laptop,Electronics,3,170.87,2023-10-13,Serbia
417,548,Rodney Johnson,220,Washing Machine,Home Appliances,2,23.94,2024-01-19,Cyprus
418,239,Rebecca Atkinson,237,Washing Machine,Home Appliances,5,677.66,2024-02-27,Cambodia
419,405,Suzanne Norton,293,Headphones,Electronics,5,857.59,2024-03-03,Holy See (Vatican City State)
420,111,Kristen Martinez,200,Coffee Maker,Home Appliances,5,334.65,2024-02-03,Nauru
421,503,Theresa Torres,295,Refrigerator,Home Appliances,2,981.87,2024-04-08,United Kingdom
422,843,Jason Brewer,265,Toaster,Home Appliances,2,16.76,2023-08-20,Central African Republic
423,288,Ruben Lee,223,Vacuum Cleaner,Home Appliances,4,756.22,2024-03-12,South Georgia and the South Sandwich Islands
424,680,Sarah Randolph,270,Washing Machine,Home Appliances,5,725.65,2023-12-22,Oman
425,662,Michael King,225,Smartwatch,Electronics,3,695.84,2024-04-02,Morocco
426,598,Heather Lambert,230,Laptop,Electronics,4,313.74,2023-08-03,Finland
427,734,Corey Tucker,242,Heater,Home Appliances,3,693.39,2024-02-20,Palestinian Territory
428,413,Brittany Knight,240,Toaster,Home Appliances,5,228.64,2023-12-09,Chile
429,104,Richard Joseph,282,Tablet,Electronics,2,460.43,2023-12-12,Falkland Islands (Malvinas)
430,960,Michael Rivera,261,Coffee Maker,Home Appliances,5,913.67,2023-12-22,Kiribati
431,467,Katelyn Rodriguez,282,Television,Electronics,5,874.4,2024-02-16,Belgium
432,961,Ronald Vance,225,Router,Electronics,4,532.89,2023-10-06,Saint Martin
433,741,Bernard Smith,264,Refrigerator,Home Appliances,5,121.09,2024-02-26,Antarctica (the territory South of 60 deg S)
434,932,Jennifer Lawrence,204,Smart Bulb,Electronics,5,158.35,2024-01-26,Eritrea
435,656,Kimberly Valdez,219,Heater,Home Appliances,4,125.08,2023-11-15,India
436,328,Leah Vincent,217,Smart Bulb,Electronics,4,100.03,2023-12-23,Macao
437,622,Jack Smith,230,Blender,Home Appliances,4,140.62,2024-05-20,Sri Lanka
438,728,Nicole Taylor,220,Air Conditioner,Home Appliances,5,67.16,2023-09-03,Monaco
439,679,Tracy Fitzgerald,261,Washing Machine,Home Appliances,1,401.99,2024-06-24,Guinea-Bissau
440,141,John Brown,247,Television,Electronics,5,82.3,2023-09-24,Armenia
441,784,Terry Ward,260,Toaster,Home Appliances,1,545.75,2024-06-16,Korea
442,147,Matthew Garcia,266,Laptop,Electronics,4,41.42,2024-02-27,Switzerland
443,380,Deborah Stephens,222,Microwave,Home Appliances,2,768.17,2023-11-19,Palau
444,487,Matthew Houston,266,Toaster,Home Appliances,4,454.05,2023-10-01,Honduras
445,328,Heather Parrish,262,Coffee Maker,Home Appliances,1,685.9,2024-04-28,Liberia
446,718,Stephen Gonzales,229,Camera,Electronics,1,186.69,2023-07-25,Malawi
447,758,Chris Moore,277,Heater,Home Appliances,2,730.58,2024-03-30,Svalbard & Jan Mayen Islands
448,221,Jennifer Rivera,214,Smartphone,Electronics,1,978.71,2023-12-30,Peru
449,590,Kevin Holland,252,Heater,Home Appliances,4,536.61,2023-07-04,Ecuador
450,144,Kevin Taylor,265,Television,Electronics,4,352.7,2023-07-11,Uganda
451,686,Christopher Nielsen,266,Vacuum Cleaner,Home Appliances,1,41.9,2023-11-30,Nepal
452,677,Sherry Luna,236,Electric Kettle,Home Appliances,1,248.26,2023-07-29,Cuba
453,559,Kaitlin Olson,228,Laptop,Electronics,5,43.24,2024-05-13,Isle of Man
454,715,Kevin Saunders,279,Television,Electronics,1,408.24,2024-03-08,Madagascar
455,370,Michael Nielsen,276,Router,Electronics,2,756.84,2024-02-10,Bangladesh
456,335,Carlos Smith,266,Headphones,Electronics,5,993.55,2024-05-24,United States of America
457,616,Samantha Jacobs,222,Smart Bulb,Electronics,3,581.7,2023-12-27,United Arab Emirates
458,729,Sherry Schmidt,296,Vacuum Cleaner,Home Appliances,3,877.5,2023-08-10,Bermuda
459,593,Stephanie Ryan,200,Printer,Electronics,3,282.4,2024-06-08,Wallis and Futuna
460,893,Jessica Fisher,205,Printer,Electronics,5,500.66,2024-03-22,Malta
461,539,Robert Clarke,248,Coffee Maker,Home Appliances,5,325.55,2023-11-09,Myanmar
462,923,Pam Horton,212,Coffee Maker,Home Appliances,2,306.89,2023-12-08,Burkina Faso
463,360,David Trevino,236,Router,Electronics,4,248.56,2024-02-13,Turkey
464,656,Colin Fletcher,200,Smartwatch,Electronics,2,807.72,2024-02-05,Maldives
465,220,Jaime Harris,240,Router,Electronics,4,968.11,2023-12-01,Guyana
466,209,Matthew King,268,Printer,Electronics,2,262.45,2023-12-07,Monaco
467,474,Wendy Sanders,226,Refrigerator,Home Appliances,4,848.66,2023-12-03,Mexico
468,902,Cassandra Hansen,261,Router,Electronics,2,61.02,2023-10-02,Gambia
469,691,Michael Fitzgerald,284,Electric Kettle,Home Appliances,5,49.15,2023-08-11,San Marino
470,335,Michael Martin,227,Television,Electronics,5,727.06,2024-01-09,Iran
471,904,Joshua Terry,290,Tablet,Electronics,2,870.78,2023-07-16,Central African Republic
472,498,Abigail Davis,218,Washing Machine,Home Appliances,1,219.69,2023-12-26,Vanuatu
473,714,Austin Walker,210,Laptop,Electronics,4,915.3,2024-02-17,Argentina
474,841,William Mendez,266,Printer,Electronics,2,556.56,2023-10-15,Rwanda
475,711,Raymond Thompson,263,Coffee Maker,Home Appliances,4,538.31,2023-12-13,Algeria
476,306,Tara Holmes,224,Washing Machine,Home Appliances,3,366.05,2023-07-09,Slovenia
477,713,Melissa Gilbert,286,Air Conditioner,Home Appliances,1,804.79,2023-07-10,Guyana
478,344,Vanessa Miller,235,Toaster,Home Appliances,2,377.0,2024-04-23,Iran
479,461,Jennifer Gonzalez,201,Blender,Home Appliances,5,865.44,2024-04-07,Romania
480,170,Krista Barber,271,Smartphone,Electronics,3,557.78,2024-06-15,Mozambique
481,456,Robert Perez,224,Washing Machine,Home Appliances,2,204.23,2023-12-19,Venezuela
482,513,Debbie Russell,213,Printer,Electronics,5,835.03,2024-01-28,Barbados
483,615,Travis Pratt,232,Heater,Home Appliances,3,264.75,2024-05-31,Martinique
484,932,Danielle Ramos,248,Air Conditioner,Home Appliances,4,176.55,2024-01-30,Liberia
485,888,Gerald Rowe,287,Microwave,Home Appliances,2,723.11,2023-12-21,Ukraine
486,700,Karen Scott,248,Microwave,Home Appliances,5,990.42,2024-02-27,Solomon Islands
487,325,Crystal Stewart,245,Router,Electronics,1,840.68,2024-01-12,Martinique
488,109,Deborah Mitchell,251,Smartphone,Electronics,1,418.27,2024-03-13,San Marino
489,940,Justin White,240,Laptop,Electronics,2,19.05,2023-11-10,Cuba
490,687,Travis Vega,224,Toaster,Home Appliances,1,621.66,2024-01-05,Saint Pierre and Miquelon
491,304,David Baker,229,Air Conditioner,Home Appliances,1,16.55,2023-09-12,Syrian Arab Republic
492,355,Heather Maxwell,215,Blender,Home Appliances,1,534.12,2024-06-17,Belgium
493,792,Katherine Smith,269,Heater,Home Appliances,3,26.97,2023-07-12,Thailand
494,593,Ethan Villanueva,273,Microwave,Home Appliances,1,918.87,2024-05-28,Falkland Islands (Malvinas)
495,602,Phillip Dixon,250,Television,Electronics,2,623.58,2023-09-20,Sao Tome and Principe
496,690,Joseph Henderson,269,Toaster,Home Appliances,3,796.99,2023-07-08,Macao
497,455,Michael Thompson,215,Camera,Electronics,4,464.41,2024-03-23,Malaysia
498,571,Adam Craig,248,Television,Electronics,3,687.2,2024-02-06,Bolivia
499,433,Scott Lopez,233,Smartphone,Electronics,1,411.23,2023-09-26,Ethiopia
500,582,Grace White,254,Heater,Home Appliances,4,65.55,2023-09-15,Italy
501,817,Holly Morales,257,Headphones,Electronics,1,504.86,2023-09-03,Montenegro
502,234,Melissa Olsen,292,Toaster,Home Appliances,5,977.56,2023-10-08,Spain
503,341,Selena Gonzalez,294,Router,Electronics,1,237.47,2023-08-23,Lebanon
504,925,Javier Taylor,280,Washing Machine,Home Appliances,1,924.92,2024-01-12,Marshall Islands
505,837,John King,272,Heater,Home Appliances,5,661.53,2023-07-14,Indonesia
506,201,Amy Cervantes,260,Camera,Electronics,1,961.85,2024-05-16,Niue
507,198,George Ward,271,Printer,Electronics,1,306.28,2024-01-28,Venezuela
508,929,Alejandro Martinez,286,Smart Bulb,Electronics,4,680.26,2024-02-16,Congo
509,690,Mariah Thompson,299,Coffee Maker,Home Appliances,2,792.59,2023-10-14,Guinea
510,432,Katherine Doyle,210,Router,Electronics,3,63.16,2023-11-20,New Zealand
511,393,Tyler Oneill,281,Vacuum Cleaner,Home Appliances,1,347.19,2024-05-04,Vanuatu
512,445,Logan Sullivan,209,Toaster,Home Appliances,1,637.78,2023-07-26,Central African Republic
513,451,Evan Carter,234,Air Conditioner,Home Appliances,2,362.25,2024-02-16,Oman
514,504,Jeremy Roy,246,Coffee Maker,Home Appliances,2,682.9,2024-04-11,Myanmar
515,633,Jennifer White,202,Refrigerator,Home Appliances,5,302.43,2023-08-13,Saint Lucia
516,340,Teresa Haynes,210,Laptop,Electronics,1,275.29,2023-09-15,Chad
517,506,Arthur Johns,270,Microwave,Home Appliances,4,323.51,2023-07-16,Anguilla
518,889,Phillip Miller,233,Laptop,Electronics,1,943.53,2024-02-21,Cape Verde
519,186,Stacey Parker,231,Toaster,Home Appliances,3,111.21,2024-04-07,Finland
520,553,Bonnie Roberson,203,Headphones,Electronics,4,454.36,2023-07-09,Panama
521,465,Erika Alvarez,269,Refrigerator,Home Appliances,1,98.72,2024-06-23,Faroe Islands
522,661,Wayne Wolfe,222,Smart Bulb,Electronics,5,786.59,2024-02-10,Nauru
523,567,Madison Elliott,267,Blender,Home Appliances,3,419.67,2024-02-29,Northern Mariana Islands
524,646,Gregory Fernandez,211,Router,Electronics,2,576.24,2023-12-14,Gambia
525,474,Christopher Smith,266,Printer,Electronics,2,147.45,2024-05-07,Senegal
526,968,Dustin Nichols,288,Washing Machine,Home Appliances,4,154.48,2024-06-18,Liechtenstein
527,873,Adam Jordan,237,Printer,Electronics,3,426.89,2024-02-12,Djibouti
528,915,James Jenkins,271,Refrigerator,Home Appliances,3,259.18,2023-12-12,Indonesia
529,355,Omar Price,248,Tablet,Electronics,5,620.5,2023-09-19,Estonia
530,181,David Duran,278,Refrigerator,Home Appliances,2,311.61,2024-05-04,Puerto Rico
531,801,Matthew Patel,234,Toaster,Home Appliances,5,386.09,2023-12-03,Comoros
532,973,Chad Rodriguez,258,Air Conditioner,Home Appliances,3,436.31,2024-02-20,Korea
533,378,Katherine Flores,219,Smartwatch,Electronics,3,607.18,2023-07-15,Marshall Islands
534,122,Brian Adams,291,Tablet,Electronics,3,185.86,2023-12-13,Saint Lucia
535,108,Chris Snyder,243,Toaster,Home Appliances,3,737.53,2023-12-06,Georgia
536,904,Yolanda Ford,204,Electric Kettle,Home Appliances,2,332.63,2023-11-01,Belgium
537,963,Brianna Adams,250,Coffee Maker,Home Appliances,3,122.75,2023-07-23,Mauritius
538,581,Steven Wright,248,Smart Bulb,Electronics,5,188.13,2024-05-12,American Samoa
539,224,Michelle Cruz,256,Tablet,Electronics,2,444.07,2023-09-29,Saint Pierre and Miquelon
540,134,Nicolas Davis,285,Refrigerator,Home Appliances,4,676.25,2023-09-14,Lebanon
541,498,Emily Morris,280,Smartwatch,Electronics,2,260.15,2024-04-03,Armenia
542,862,Kelly King,281,Printer,Electronics,4,83.23,2023-10-20,Congo
543,469,Sharon Robinson,214,Electric Kettle,Home Appliances,4,539.02,2023-09-25,Norfolk Island
544,544,Christopher Hill,215,Heater,Home Appliances,1,792.81,2023-11-26,Somalia
545,348,Andrew Logan,260,Heater,Home Appliances,5,641.8,2024-03-19,Nauru
546,258,Brandon Moore,211,Laptop,Electronics,2,661.03,2024-03-18,Nicaragua
547,446,Yolanda Garrett,207,Microwave,Home Appliances,5,53.85,2023-11-11,Oman
548,257,Rebecca Martinez,229,Toaster,Home Appliances,4,114.89,2023-10-27,Micronesia
549,907,Hannah Snow,293,Smartwatch,Electronics,2,515.57,2023-09-08,Angola
550,805,Nathaniel King,205,Tablet,Electronics,3,397.22,2023-12-31,Romania
551,548,Kimberly Henry,272,Camera,Electronics,1,487.94,2023-09-06,Mauritius
552,456,John Dillon,276,Coffee Maker,Home Appliances,1,124.91,2024-06-15,Tokelau
553,667,Joseph Cole,233,Camera,Electronics,3,349.64,2024-01-22,Haiti
554,564,Mark Gray,223,Router,Electronics,4,354.82,2024-06-02,Andorra
555,734,Patty Allen,292,Tablet,Electronics,4,325.72,2023-07-20,Palestinian Territory
556,651,Cheryl Vega,298,Blender,Home Appliances,1,32.36,2024-01-26,Cape Verde
557,727,Jason Morris,212,Refrigerator,Home Appliances,2,930.62,2024-01-15,Palestinian Territory
558,168,Todd White,204,Router,Electronics,2,556.39,2023-09-12,Botswana
559,597,Andres May,249,Heater,Home Appliances,4,958.88,2024-03-07,Liechtenstein
560,638,Leslie Williams,228,Printer,Electronics,2,194.52,2024-02-16,Saint Barthelemy
561,172,Thomas Rios,210,Coffee Maker,Home Appliances,1,740.01,2023-12-24,Spain
562,754,Justin Hurley,253,Tablet,Electronics,5,435.26,2024-05-10,Heard Island and McDonald Islands
563,913,Samantha Baker,205,Television,Electronics,2,285.56,2024-04-06,Barbados
564,954,Tony Yu,212,Smart Bulb,Electronics,1,801.51,2023-08-04,Saint Kitts and Nevis
565,336,Chelsey Fox,231,Camera,Electronics,3,205.1,2024-02-02,Nigeria
566,283,Kristin Reese,298,Smartwatch,Electronics,4,532.44,2024-02-29,Montserrat
567,466,Michele Simmons,213,Electric Kettle,Home Appliances,4,615.2,2023-08-29,Somalia
568,284,Kathy Sandoval,268,Camera,Electronics,3,847.06,2024-02-13,Kenya
569,460,Krista Shea,247,Smartwatch,Electronics,5,594.27,2023-12-03,Serbia
570,748,Nicholas Franklin,272,Camera,Electronics,1,246.19,2024-01-23,Croatia
571,484,Tammy King,257,Headphones,Electronics,3,696.5,2023-12-16,Indonesia
572,100,Victoria Larson,266,Coffee Maker,Home Appliances,5,146.49,2023-08-17,Tuvalu
573,409,William Lewis,240,Coffee Maker,Home Appliances,2,491.8,2023-07-04,Sierra Leone
574,941,Samantha Ellison,265,Router,Electronics,2,494.75,2024-01-28,Montenegro
575,685,Andrew Kelly,217,Headphones,Electronics,3,843.57,2023-10-06,Haiti
576,696,David Evans,273,Camera,Electronics,1,489.76,2023-11-28,Mongolia
577,322,Misty Mcguire,222,Printer,Electronics,5,510.38,2024-01-01,Sweden
578,806,Sabrina Davis,282,Coffee Maker,Home Appliances,4,421.47,2023-10-20,Argentina
579,848,Jane Deleon,298,Air Conditioner,Home Appliances,2,91.84,2023-11-02,Guernsey
580,936,Timothy Martinez,298,Television,Electronics,3,42.37,2023-09-22,San Marino
581,768,Tanya Walters,280,Router,Electronics,3,176.53,2023-11-21,Austria
582,412,Emma Cunningham,241,Electric Kettle,Home Appliances,4,554.23,2024-01-07,Qatar
583,326,Michael Osborn,257,Smart Bulb,Electronics,1,275.21,2024-04-13,Nauru
584,689,Courtney Roberts,250,Heater,Home Appliances,1,762.4,2023-08-22,Bulgaria
585,444,Kenneth Williams,251,Heater,Home Appliances,2,989.88,2023-10-05,Belize
586,508,Patricia Anderson,217,Television,Electronics,3,876.06,2023-12-29,Moldova
587,302,Matthew Gonzalez DDS,294,Tablet,Electronics,3,355.09,2024-01-15,Egypt
588,348,Ricardo Morris,273,Tablet,Electronics,1,777.88,2023-07-30,Bouvet Island (Bouvetoya)
589,787,Jacob Lee,244,Television,Electronics,5,692.24,2024-02-11,Palau
590,124,Caroline Bailey,256,Microwave,Home Appliances,5,147.84,2024-02-23,Cameroon
591,551,Robert Gonzalez,247,Television,Electronics,1,574.37,2023-08-25,Saudi Arabia
592,845,Ashley Brown,279,Electric Kettle,Home Appliances,5,176.69,2024-06-19,Cameroon
593,989,Donna Cooper,214,Washing Machine,Home Appliances,5,274.67,2023-10-22,Korea
594,582,Daniel Medina,226,Headphones,Electronics,4,919.58,2024-01-24,Maldives
595,868,John Blair,218,Microwave,Home Appliances,2,257.18,2024-03-21,Qatar
596,784,Kevin Alvarado,205,Vacuum Cleaner,Home Appliances,4,494.56,2023-10-03,Chile
597,161,Richard Williamson,206,Coffee Maker,Home Appliances,4,457.47,2023-12-23,Palau
598,108,Matthew Alvarado,284,Printer,Electronics,5,752.3,2023-11-12,Tonga
599,210,Sean Banks,229,Air Conditioner,Home Appliances,4,334.02,2023-11-20,Madagascar
600,826,Ethan Delacruz,268,Laptop,Electronics,4,638.49,2023-07-30,Colombia
601,303,Judith House,202,Refrigerator,Home Appliances,5,403.74,2023-07-11,Egypt
602,642,John Garner,202,Vacuum Cleaner,Home Appliances,4,275.85,2023-11-07,Poland
603,460,Eric Ferrell,264,Toaster,Home Appliances,5,582.15,2023-10-11,Sudan
604,163,Sherry Zamora,203,Toaster,Home Appliances,1,55.48,2024-01-27,Yemen
605,386,Glenn Long,217,Blender,Home Appliances,1,930.14,2023-07-30,Saint Lucia
606,491,Megan Salas,287,Tablet,Electronics,4,10.67,2023-09-22,Israel
607,346,Jessica Edwards,277,Vacuum Cleaner,Home Appliances,2,883.33,2023-10-31,Kiribati
608,655,Matthew Carpenter,287,Microwave,Home Appliances,3,102.41,2024-05-01,Cook Islands
609,983,Michael Roach,217,Washing Machine,Home Appliances,1,378.13,2023-12-10,United States of America
610,888,Timothy Stark,240,Smartphone,Electronics,4,629.35,2023-07-22,Micronesia
